title,link,location,original_price,price,end_date
Beautyholic Studio,https://www.livingsocial.com/deals/1624314-permanent-makeup-for-lip-liner,"Anaheim, CA", 150,75,
Spa Renaissance,https://www.livingsocial.com/deals/1624004-full-day-admission-to-spa-facilities,"City Of Industry, CA", 25,12,
Niguel Family Dentistry,https://www.livingsocial.com/deals/1624002-dental-exam-x-ray-and-regular-teeth-cleaning,"Laguna Niguel, CA", 350,19,
The Loft Studio for Hair,https://www.livingsocial.com/deals/1622722-haircut-color-conditioning-and-hair-styling,"San Dimas, CA", 179,59,
Julia Varga Photography,https://www.livingsocial.com/deals/1622704-on-location-lifestyle-photography-session,Los Angeles Area, 400,160,
Nolimitchiro,https://www.livingsocial.com/deals/1621202-5-chiropractic-adjustments,"Pasadena, CA", 250,39,
Richard Merrill-Rivas,https://www.livingsocial.com/deals/1620674-90-minute-facial-and-60-minute-back-facial,"Artesia, CA", 200,99,
Green Care Cosmetic Studio,https://www.livingsocial.com/deals/1619902-hydrafacial-treatment,"Northridge, CA", 145,79,
LA Vitamin Injections,https://www.livingsocial.com/deals/1619810-4-b-12-booster-injections,"Studio City, CA", 120,39,
Planes of Fame Museum - Chino,https://www.livingsocial.com/deals/1619748-2-general-admission-tickets-to-aircraft-museum,"Chino, CA", 22,10,
Striking Eyes Lashes of Beaute,https://www.livingsocial.com/deals/1617784-facial-with-enzyme-peel-or-eyelash-extensions,"Pasadena, CA", 85,39,
Sophie Wax,https://www.livingsocial.com/deals/1616796-full-brazilian-wax-or-full-back-wax-for-men,"Beverly Hills, CA", 54,22,
Cardio Barre Santa Barbara,https://www.livingsocial.com/deals/1615188-5-or-month-of-unlimited-barre-classes,"Santa Barbara, CA", 100,38,
Mia La Maven Luxury Aesthetics,https://www.livingsocial.com/deals/1615182-3-laser-hair-removal-treatments,"Santa Monica, CA", 300,69,
Wang's Place,https://www.livingsocial.com/deals/1614396-20-toward-chinese-cuisine,"Monrovia, CA", 20,9,
Harmony Dentistry,https://www.livingsocial.com/deals/1613934-dental-exam-x-rays-and-cleaning,"Mission Viejo, CA", 351,19,
Goda Yoga,https://www.livingsocial.com/deals/1613676-10-yoga-classes-in-culver-city,"Culver City, CA", 140,54,
Stella Luna Yoga,https://www.livingsocial.com/deals/1613526-month-of-unlimited-yoga-classes,"Cypress, CA", 88,39,
949 Lashes,https://www.livingsocial.com/deals/1613108-full-body-spray-tans-or-eyelash-extensions,"Laguna Niguel, CA", 120,59,
Anantara Thai Spa,https://www.livingsocial.com/deals/1611170-european-facial,"North Hollywood, CA", 140,60,
Oak Mountain Winery,https://www.livingsocial.com/deals/1611016-6-ounce-wine-tastings-for-1-person,"Temecula, CA", 12,7,
Classic Famiy Spa,https://www.livingsocial.com/deals/1609608-body-massage-reflexology,"Glendale, CA", 39,25,
Creme De La Crêpe Bistro,https://www.livingsocial.com/deals/1608432-24-toward-french-cuisine,"Culver City, CA", 24,11,
HeartBeat LA,https://www.livingsocial.com/deals/1607982-1-or-2-speed-dating-tickets,Multiple Locations, 30,15,
Naples Walking Tours,https://www.livingsocial.com/deals/1607480-1-or-2-tickets-for-a-walking-tour,"Long Beach, CA", 30,18,
Millennium Collision Center,https://www.livingsocial.com/deals/1606974-headlight-restoration-or-auto-body-repairs,"Fullerton, CA", 30,14,
Rockin' Hollywood Tours,https://www.livingsocial.com/deals/1605142-2-hour-hollywood-homes-bus-tour,"Los Angeles, CA", 49,23,
Pain and Posture Correction Clinic,https://www.livingsocial.com/deals/1604640-chiropractic-consultation-and-massage-package,"Irvine, CA", 405,39,
B. Hot Yoga,https://www.livingsocial.com/deals/1602520-5-bikram-style-hot-yoga-classes,"costa mesa, CA", 100,24,
"Walk, Wine & Dine",https://www.livingsocial.com/deals/1602174-walk-wine-dine-food-tour,"Huntington Beach, CA", 75,59,
RUT CAMP,https://www.livingsocial.com/deals/1601764-unlimited-fitness-and-obstacle-course-training,"Signal Hill, CA", 145,21,
Sun Elite Tan,https://www.livingsocial.com/deals/1600660-organic-spray-tan,"long beach, CA", 88,34,
Lowe Riders Riding Academy,https://www.livingsocial.com/deals/1600614-private-horse-riding-lessons,"Somis, CA", 130,64,
Rapid Movers,https://www.livingsocial.com/deals/1598968-2-hours-of-moving-services,Los Angeles Area, 250,125,
The Pirate Boat Ride,https://www.livingsocial.com/deals/1457592-admission-for-adults-and-kids-to-pirate-boat-ride,"Oxnard, CA", 15,10,
"Ticket for Craig ""The Lovemaster"" Shoemaker Comedy",https://www.livingsocial.com/events/1649950-ticket-for-craig-the-lovemaster-shoemaker-comedy,"Pasadena, CA", 29,18,use by Aug  5
Ticket for Kei Akagi Tokyo Trio,https://www.livingsocial.com/events/1649600-ticket-for-kei-akagi-tokyo-trio,"Irvine, CA", 30,15,use by Apr 19
Ticket to the SIP Awards,https://www.livingsocial.com/events/1648724-ticket-to-the-sip-awards,"Newport Beach, CA", 60,30,use by May 13
"Ticket for ""The Fantasticks"" Musical",https://www.livingsocial.com/events/1648658-ticket-for-the-fantasticks-musical,"Costa Mesa, CA", 18,9,use by Apr 30
Ticket to Lisa Lampanelli,https://www.livingsocial.com/events/1648384-ticket-to-lisa-lampanelli,"Pasadena, CA", 53,30,use by Sep  9
7.5-Foot Custom Table Runner,https://www.livingsocial.com/deals/1648270-7-5-foot-custom-table-runner,, 80,19,
Online Project Management Training Bundle,https://www.livingsocial.com/deals/1648152-online-project-management-training-bundle,, 995,29,
Electric Soul Yoga,https://www.livingsocial.com/deals/1647256-yoga-classes,"Studio City, CA", 276,17,
Professional/Executive Resume Writing Packages,https://www.livingsocial.com/deals/1647096-professional-executive-resume-writing-packages,, 159,59,
Ageless Bella,https://www.livingsocial.com/deals/1646744-1-or-3-signature-facials,"Oxnard, CA", 125,39,
The Lash Lift,https://www.livingsocial.com/deals/1646720-1-or-2-lash-lift-treatments-or-eyelash-tinting,"Beverly Hills, CA", 120,59,
Marina Paddle,https://www.livingsocial.com/deals/1646682-3-hour-elliptigo-bike-or-beach-cruiser-rental,"Marina Del Rey, CA", 36,18,
OC Health and Phsyical Medicine,https://www.livingsocial.com/deals/1646542-testosterone-and-psa-level-screening,"Irvine, CA", 175,25,
Phoenix Fitness,https://www.livingsocial.com/deals/1645986-unlimited-access-fitness-membership,"Corona, CA", 100,39,
KMarie Skin Care and Lashes,https://www.livingsocial.com/deals/1644908-full-set-of-classic-lashes,"Agoura Hills, CA", 150,89,
Ticket to Ottmar Liebert and Luna Negra,https://www.livingsocial.com/events/1644630-ticket-to-ottmar-liebert-and-luna-negra,"Ojai, CA", 33,20,use by Sep  3
Ticket to Studio Movie Grill's Comedy Night,https://www.livingsocial.com/events/1644570-ticket-to-studio-movie-grill-s-comedy-night,"Simi Valley, CA", 15,8,use by Dec 13
"$1,000 to Spend on Lasik Eye Surgery",https://www.livingsocial.com/deals/1644514-tlc-laser-eye-center-1-000-to-spend-on-lasik-eye-surgery,, 1000,75,
"Ticket for ""Kill Me Deadly""",https://www.livingsocial.com/events/1644450-ticket-for-kill-me-deadly,"Fullerton, CA", 22,8,use by Apr 15
Ticket to Funniest Housewives Do San Juan Capistra,https://www.livingsocial.com/events/1644148-ticket-to-funniest-housewives-do-san-juan-capistra,"San Juan Capistrano, CA", 20,10,use by May 13
Monogram “Keep Me Dry” Pouch,https://www.livingsocial.com/deals/1644142-monogram-keep-me-dry-pouch,, 10,4,
Monogrammed Crossbody Purse,https://www.livingsocial.com/deals/1644106-monogrammed-crossbody-purse,, 40,24,
BeneFIT Body,https://www.livingsocial.com/deals/1644028-pilates-classes-at-benefit-body,"Woodland Hills, CA", 125,59,
Skin Energy,https://www.livingsocial.com/deals/1643578-luxury-vip-rejuvenation-spa-treatment-package,"Pasadena, CA", 400,149,
Angel's Skin Care,https://www.livingsocial.com/deals/1643400-lash-lift-in-woodland-hills,"Woodland Hills, CA", 70,35,
Tickets to the SoCal BBQ Bash and Expo,https://www.livingsocial.com/events/1643314-tickets-to-the-socal-bbq-bash-and-expo,"Pomona, CA", 40,19,May 20
"Ticket to ""Straight Outta Oz""",https://www.livingsocial.com/events/1643186-ticket-to-straight-outta-oz,"Beverly Hills, CA", 63,34,use by May 20
hector salon 2/ Redken Concept salon,https://www.livingsocial.com/deals/1643142-haircut-and-style-keratin-treatment-or-more,"North Hollywood, CA", 185,75,
Sterling Silver Mini Nameplate Ankle Bracelets,https://www.livingsocial.com/deals/1642560-sterling-silver-mini-nameplate-ankle-bracelets,, 65,15,
Johnsons Carpet Cleaning,https://www.livingsocial.com/deals/1642354-3-or-4-rooms-carpet-cleaning,"Glendora, CA", 200,59,
Pasadena Smiles,https://www.livingsocial.com/deals/1641906-x-ray-exam-and-regular-cleaning,Multiple Locations, 335,35,
2 Apple-Certified Cables & Personalized Color Tags,https://www.livingsocial.com/deals/1641608-2-apple-certified-cables-personalized-color-tags,, 50,14,
Deck of Personalized Playing Cards,https://www.livingsocial.com/deals/1641434-deck-of-personalized-playing-cards,, 22,9,
Call the Ball,https://www.livingsocial.com/deals/1640906-30-minute-virtual-reality-flight-simulation,"La Mirada, CA", 70,29,
Personalized Peas in a Pod Necklace,https://www.livingsocial.com/deals/1640590-personalized-peas-in-a-pod-necklace,, 20,9,
LITEUP200 Solar String LED Lights,https://www.livingsocial.com/deals/1640108-liteup200-solar-string-led-lights,, 100,24,
Organic Relief Massage Services,https://www.livingsocial.com/deals/1639850-60-or-90-minute-swedish-massage,"Los Angeles, CA", 55,29,
Heritage Home Conservatory,https://www.livingsocial.com/deals/1639826-up-to-1-hour-in-home-music-lessons-for-piano-guitar-voice-bass-guitar-drums-and-more,"Thousand Oaks, CA", 140,32,
Sterling Silver Mini Name Necklace,https://www.livingsocial.com/deals/1639814-sterling-silver-mini-name-necklace,, 70,19,
South OC Chiropractic,https://www.livingsocial.com/deals/1639482-spinal-adjustment-x-ray-and-chiropractic-exam,"Lake Forest, CA", 260,49,
Personalized Photo Tie,https://www.livingsocial.com/deals/1639402-personalized-photo-tie,, 28,13,
Project Management Certification Bundle,https://www.livingsocial.com/deals/1639392-project-management-certification-bundle,, 2995,79,
The Dailey Method Santa Barbara,https://www.livingsocial.com/deals/1638972-full-month-of-unlimited-fitness-classes,"Santa barbara, CA", 200,69,
Event Planning Online Course,https://www.livingsocial.com/deals/1638736-event-planning-online-course,, 199,19,
Boulevard Pilates,https://www.livingsocial.com/deals/1638464-3-group-pilates-reformer-classes,"Woodland Hills, CA", 75,28,
Clear Medical,https://www.livingsocial.com/deals/1637850-microderm-peel-or-laser-hair-removal,"Marina del Rey, CA", 300,99,
Personalized Sheer Photo Scarf,https://www.livingsocial.com/deals/1637014-personalized-sheer-photo-scarf,, 100,29,
Mature Driver Courses,https://www.livingsocial.com/deals/1636694-online-mature-drivers-course,Los Angeles Area, 30,18,
Name a Star,https://www.livingsocial.com/deals/1636684-name-a-star,, 29,8,
Introduction to Interior Design Course,https://www.livingsocial.com/deals/1636638-introduction-to-interior-design-course,, 199,19,
Personalized Luggage Tags,https://www.livingsocial.com/deals/1636576-personalized-luggage-tags,, 20,11,
Denise Institut de Beaute,https://www.livingsocial.com/deals/1636558-microdermabrasion-diamond-peel-with-skin-therapy,"Encino, CA", 400,89,
2-Pack of 50 Solar LED Clip-On String Lights,https://www.livingsocial.com/deals/1635910-2-pack-of-50-solar-led-clip-on-string-lights,, 70,19,
TwinSpot Pro Solar Motion Dual Spotlight,https://www.livingsocial.com/deals/1635906-twinspot-pro-solar-motion-dual-spotlight,, 120,39,
Knit Mermaid Blankets for Adults and Kids,https://www.livingsocial.com/deals/1635578-knit-mermaid-blankets-for-adults-and-kids,, 45,28,
Design Dental Spa,https://www.livingsocial.com/deals/1635306-dental-exam-x-ray-and-cleaning,Multiple Locations, 150,49,
Fast Lane Traffic School,https://www.livingsocial.com/deals/1635266-online-traffic-school,"Pasadena, CA", 18,8,
Inner Power Yoga,https://www.livingsocial.com/deals/1634822-5-drop-in-yoga-classes,"Woodland Hills, CA", 89,29,
Victory Career College,https://www.livingsocial.com/deals/1634264-massage-of-your-choice-or-men-s-haircut-with-shave,"Torrance, CA", 30,19,
Personalized Laser-Engraved Bamboo Cutting Board,https://www.livingsocial.com/deals/1634008-personalized-laser-engraved-bamboo-cutting-board,, 79,20,
Personalized Laser-Engraved Beer Glasses,https://www.livingsocial.com/deals/1634006-personalized-laser-engraved-beer-glasses,, 25,9,
Ticket to Comedian-Actor Maz Jobrani,https://www.livingsocial.com/events/1633688-ticket-to-comedian-actor-maz-jobrani,"Beverly Hills, CA", 63,35,use by Apr 22
Zooga Yoga for Kids,https://www.livingsocial.com/deals/1633634-3-parent-child-yoga-classes,"Culver City, CA", 66,29,
Skin Sanctuary LA,https://www.livingsocial.com/deals/1632852-tween-and-teen-facial-or-sanctuary-facial,"Los Angeles, CA", 95,53,
Ja Yoga,https://www.livingsocial.com/deals/1631916-15-eco-chic-yoga-classes,"Long Beach, CA", 160,59,
Indoor Soccer Center Los Angeles,https://www.livingsocial.com/deals/1631882-1-or-2-hours-of-bubble-soccer-and-rental,"South El Monte, CA", 225,99,
Ultimate HD Golf,https://www.livingsocial.com/deals/1631702-1-hour-of-golf-simulation,"Mission Viejo, CA", 39,18,
Golden Spoon,https://www.livingsocial.com/deals/1630886-5-to-spend-on-frozen-yogurt,"Cypress, CA", 5,3,
Dustin Burrows Hair Design,https://www.livingsocial.com/deals/1630774-color-retouch-package,"Beverly Hills, CA", 100,39,
Angel Lash & Beauty,https://www.livingsocial.com/deals/1630492-full-set-of-eyelash-extensions-or-brazilian-wax,"Orange, CA", 210,59,
Driver Ed Classes,https://www.livingsocial.com/deals/1629950-online-driver-s-education-course,Los Angeles Area, 30,15,
Vino & Vines - The Tasting Room at River Ridge,https://www.livingsocial.com/deals/1629134-tabletop-garden-class-for-1-or-2-people,"Oxnard, CA", 104,59,
Complete Health,https://www.livingsocial.com/deals/1629102-colonic-hydrotherapy-infrared-vibration,"Agoura Hills, CA", 270,180,
Urban Adventure Quest,https://www.livingsocial.com/deals/1628438-smartphone-scavenger-hunt-for-up-to-5-people,Los Angeles Area, 49,39,
Dr. Jan Yuo,https://www.livingsocial.com/deals/1628372-ultrasonic-skin-treatment,"Montrose, CA", 150,69,
Smogs Just Smogs,https://www.livingsocial.com/deals/1627852-vehicle-smog-check-in-los-angeles,"Santa Monica, CA", 55,34,
The Video Editor,https://www.livingsocial.com/deals/1626674-3-videotapes-transferred-to-dvd,"Newport Beach, CA", 89,22,
CrossFit Provoke,https://www.livingsocial.com/deals/1626482-crossfit-classes-for-adults-and-kids,"Lomita, CA", 300,39,
A Runner's Circle Hollywood,https://www.livingsocial.com/deals/1626032-50-to-spend-on-shoes-apparel-accessories,"Los Angeles, CA", 50,25,
Brighter Dental,https://www.livingsocial.com/deals/1625258-dental-exam-x-ray-and-basic-cleaning,"LOS ANGELES, CA", 328,38,
Southern California Golf Schools,https://www.livingsocial.com/deals/1625256-private-golf-lesson,"Riverside, CA", 100,39,
CryoFix Wellness,https://www.livingsocial.com/deals/1624662-1-or-3-cryotherapy-sessions,"Riverside, CA", 50,24,
Top Knot Lounge,https://www.livingsocial.com/deals/1624640-haircut-with-highlights-or-brazilian-blowout,"corona, CA", 100,35,
"Ticket to ""Taj Express""",https://www.livingsocial.com/events/1623896-ticket-to-taj-express,"Northridge, CA", 58,29,use by Apr 19
MPO Eyecare Optometry,https://www.livingsocial.com/deals/1622796-eye-exam-and-100-to-spend-on-glasses,"Alhambra, CA", 410,48,
Julie Irene Photography,https://www.livingsocial.com/deals/1622476-3-hour-in-studio-photo-shoot-for-a-newborn,"San Clemente, CA", 245,89,
Sea Breeze Dental & Orthodontics,https://www.livingsocial.com/deals/1622290-dental-cleaning-exam-x-rays-and-fluoride,Multiple Locations, 323,29,
PaintballTickets.com,https://www.livingsocial.com/deals/1622120-88-off-all-day-paintball-admission-and-equipment-rental,Los Angeles Area, 160,19,
Hair by Davin at Synergy Salon & Spa,https://www.livingsocial.com/deals/1621258-haircut-package,"Orange, CA", 80,39,
Sea Stallion Scuba Outfitters,https://www.livingsocial.com/deals/1621172-scuba-certification-course,"Lake Forest, CA", 495,189,
Inkyard Tattoo,https://www.livingsocial.com/deals/1620756-up-to-250-to-spend-on-tattoo-services,"Newport Beach, CA", 150,50,
Fit Body Boot Camp,https://www.livingsocial.com/deals/1620480-1-month-of-unlimited-boot-camp,Multiple Locations, 247,29,
Second City Tours,https://www.livingsocial.com/deals/1619772-haunted-hollywood-walk-of-fame-tour,"Los Angeles, CA", 30,15,
Privileged-Beverly Hills,https://www.livingsocial.com/deals/1619008-black-onyx-micro-crystal-energizing-facial,"Beverly Hills, CA", 150,39,
Serrano Steam Cleaning,https://www.livingsocial.com/deals/1618594-tile-and-grout-cleaning,Los Angeles Area, 100,39,
Alyssa B at D'Arte Salon and Spa,https://www.livingsocial.com/deals/1618280-haircut-deep-conditioning-blow-dry-and-style,"Burbank, CA", 90,44,
My Gym Children's Fitness Center Yorba Linda,https://www.livingsocial.com/deals/1617338-gym-membership-and-dance-or-zumba-classes,"Yorba Linda, CA", 165,49,
Alan's Cleaning Service,https://www.livingsocial.com/deals/1616720-carpet-or-window-cleaning-services,Los Angeles Area, 158,79,
Foxy and Fierce Kickboxing Bootcamp,https://www.livingsocial.com/deals/1616676-3-5-or-10-kickboxing-classes,"Los Angeles, CA", 60,29,
Jochen Chiropractic and Wellness,https://www.livingsocial.com/deals/1615166-massage-acupuncture-or-cupping-with-evaluation,"Beverly Hills, CA", 340,39,
Hollywood Improv,https://www.livingsocial.com/deals/1615106-tickets-to-your-choice-of-comedy-show,"Hollywood, CA", 100,20,
Got Kosher?,https://www.livingsocial.com/deals/1614300-20-to-spend-on-kosher-food-and-drink,"Los Angeles, CA", 20,15,
Red Star Salon,https://www.livingsocial.com/deals/1613944-shampoo-trim-and-brazilian-blowout,"West Covina, CA", 150,99,
"""New York Post""",https://www.livingsocial.com/deals/1613808-daily-print-subscription-to-ny-post,Los Angeles Area, 65,39,
CycleTRaX,https://www.livingsocial.com/deals/1613780-5-fitness-classes,"Woodland Hills, CA", 80,40,
Studio K,https://www.livingsocial.com/deals/1613398-haircut-with-color-or-partial-weave-highlights,"Ventura, CA", 75,36,
Dr. Jay S. Grossman & Associates,https://www.livingsocial.com/deals/1613182-sapphire-in-office-teeth-whitening-treatment,"Brentwood, CA", 550,99,
The Actors Circle,https://www.livingsocial.com/deals/1613116-month-of-weekly-acting-classes-for-age-5-to-adults,"Culver City, CA", 144,71,
Handzz n Strandzz Hair and Nail Studio,https://www.livingsocial.com/deals/1613078-color-with-haircut-or-brazilian-blowout,"Burbank, CA", 145,90,
Sun Spa Tanning,https://www.livingsocial.com/deals/1612826-1-3-or-5-infrared-body-wraps,Multiple Locations, 60,25,
Unique Concepts,https://www.livingsocial.com/deals/1612654-full-car-window-tint,"San Bernardino, CA", 300,110,
Tabrizi Family Chiropractic,https://www.livingsocial.com/deals/1610804-chiropractic-package,"Costa Mesa, CA", 325,29,
The Alchemy of Beauty,https://www.livingsocial.com/deals/1610770-lymphatic-drainage-treatment,"Santa Barbara, CA", 295,146,
BareTan,https://www.livingsocial.com/deals/1610600-sunless-spray-tan-or-month-of-uv-tanning,"Corona Del Mar, CA", 39,11,
Gallery of Legends,https://www.livingsocial.com/deals/1608276-pro-baseball-memorabilia-ball-or-photo,Los Angeles Area, 179,89,
Nikko Hair Studio,https://www.livingsocial.com/deals/1606844-haircut-partial-highlights-and-style,"Sherman Oaks, CA", 120,54,
Make It Last Events,https://www.livingsocial.com/deals/1606546-2-or-3-hour-photo-booth-rental,Los Angeles Area, 700,420,
Premier Cosmetic Surgery & MedSpa,https://www.livingsocial.com/deals/1606408-60-minute-signature-hydrating-facial,"Arcadia, CA", 200,49,
Beverly Hills Skin Center,https://www.livingsocial.com/deals/1605462-pore-cleansing-ipl-or-radiofrequency-facial,Multiple Locations, 120,39,
MD Weight Loss & Aesthetics,https://www.livingsocial.com/deals/1604488-cavitation-i-lipo-radio-frequency-treatment,"Moreno Valley, CA", 249,49,
Zequestrian,https://www.livingsocial.com/deals/1604244-1-or-2-introductory-horseback-riding-lessons,"san juan capistrano, CA", 80,39,
360 Dental Services,https://www.livingsocial.com/deals/1603978-dental-exam-x-rays-and-teeth-cleaning,"Tustin, CA", 250,24,
Newport Fun Tours,https://www.livingsocial.com/deals/1602974-kayak-paddleboard-tandem-kayak-rental,"Newport Beach, CA", 30,15,
Hansen Dam Riding School,https://www.livingsocial.com/deals/1602566-45-minute-riding-lesson-for-one-person,"Lake View Terrace, CA", 45,29,
Oxi Fresh of Pasadena,https://www.livingsocial.com/deals/1602218-carpet-cleaning-package,Los Angeles Area, 150,59,
Bread & Porridge,https://www.livingsocial.com/deals/1600610-20-to-spend-on-breakfast-more,"Santa Monica, CA", 20,11,
Tina Permanent Makeup and Paramedical,https://www.livingsocial.com/deals/1600600-permanent-lip-liner,"Los Angeles, CA", 250,79,
Dainty Dames Events,https://www.livingsocial.com/deals/1600342-murder-mystery,"Anaheim, CA", 150,84,
The Pilates Connection,https://www.livingsocial.com/deals/1599758-pilates-group-reformer,"Los Angeles, CA", 114,59,
Kareen Aesthetics,https://www.livingsocial.com/deals/1598900-facial-peel-microdermbrasion-and-retinol-boost,"Manhattan Beach, CA", 235,69,
Anne at Allen Somers Salon,https://www.livingsocial.com/deals/1598408-haircut-and-style-with-deep-conditioning,"Irvine, CA", 60,29,
Tarzana Dental Care,https://www.livingsocial.com/deals/1597400-dental-exam-x-rays-and-cleaning,"Tarzana, CA", 331,34,
Laura at David Douglas Salon,https://www.livingsocial.com/deals/1597180-wash-and-blow-dry,"Tustin, CA", 25,10,
New Health Medical,https://www.livingsocial.com/deals/1597116-massage-exam-x-rays-and-chiropractic-treatment,"Torrance, CA", 385,29,
DryKing Carpet Cleaning,https://www.livingsocial.com/deals/1596670-pro-steam-carpet-cleaning,Los Angeles Area, 80,48,
Vez Guitar Academy,https://www.livingsocial.com/deals/1235776-four-or-eight-private-guitar-lessons,"Alhambra, CA", 100,35,
"6 Bottles of ""Sip of Spring"" White Wines",https://www.livingsocial.com/deals/1649984-6-bottles-of-sip-of-spring-white-wines,, 135,39,
"Ticket to ""The Monarchs of Metal""",https://www.livingsocial.com/events/1649968-ticket-to-the-monarchs-of-metal,"Riverside, CA", 19,9,use by Jun  3
Ticket to The Wailers,https://www.livingsocial.com/events/1649784-ticket-to-the-wailers,"Pasadena, CA", 33,20,use by May 28
"Ticket for ""Red Helen""",https://www.livingsocial.com/events/1649772-ticket-for-red-helen,"Los Angeles, CA", 25,12,use by May 20
"Ticket for ""Adam & Evie""",https://www.livingsocial.com/events/1649728-ticket-for-adam-evie,"Santa Monica, CA", 25,12,use by Apr 30
Ticket to The Alarm Concert,https://www.livingsocial.com/events/1648834-ticket-to-the-alarm-concert,"Agoura Hills, CA", 29,18,use by Aug 17
Ticket to The Alarm,https://www.livingsocial.com/events/1648832-ticket-to-the-alarm,"Pasadena, CA", 29,18,use by Aug 13
Ticket for Queen and Journey Tribute Bands,https://www.livingsocial.com/events/1648828-ticket-for-queen-and-journey-tribute-bands,"Beverly Hills, CA", 24,15,use by Aug 11
Ticket for Michael Jackson Tribute Band,https://www.livingsocial.com/events/1648814-ticket-for-michael-jackson-tribute-band,"Los Angeles, CA", 20,12,use by Jun 23
Ticket to Foghat Concert,https://www.livingsocial.com/events/1648760-ticket-to-foghat-concert,"Pasadena, CA", 33,20,use by May 25
"Ticket to ""What A Difference a Day Makes""",https://www.livingsocial.com/events/1648708-ticket-to-what-a-difference-a-day-makes,"Huntington Beach, CA", 25,12,use by May  9
Ticket to Kissed Alive,https://www.livingsocial.com/events/1648660-ticket-to-kissed-alive,"Agoura Hills, CA", 24,15,use by May  6
Ticket to Benjamin Grosvenor Piano Concert,https://www.livingsocial.com/events/1648650-ticket-to-benjamin-grosvenor-piano-concert,"Beverly Hills, CA", 49,25,use by Apr 30
Ticket to Oingo Boingo Dance Party,https://www.livingsocial.com/events/1648386-ticket-to-oingo-boingo-dance-party,"Agoura Hills, CA", 29,18,use by Oct 21
Paul Shaffer & The World's Most Dangerous Band,https://www.livingsocial.com/events/1648376-paul-shaffer-the-world-s-most-dangerous-band,"Beverly Hills, CA", 53,30,use by Jun 24
Lets Go Fitness,https://www.livingsocial.com/deals/1648248-boot-camp-sessions-package,"Redondo Beach, CA", 175,19,
Monogram Square Slate Coasters,https://www.livingsocial.com/deals/1648214-monogram-square-slate-coasters,, 30,9,
1-Year Subscription to MAD Magazine,https://www.livingsocial.com/deals/1648154-1-year-subscription-to-mad-magazine,, 20,9,
Skeleton Key Monogram Necklace,https://www.livingsocial.com/deals/1648098-skeleton-key-monogram-necklace,, 18,5,
Microsoft Excel 2013 Certification Training Bundle,https://www.livingsocial.com/deals/1647932-microsoft-excel-2013-certification-training-bundle,, 1949,19,
"Ticket for ""Big Fish""",https://www.livingsocial.com/events/1647918-ticket-for-big-fish,"Simi Valley, CA", 25,12,use by May 19
Ticket to Calder Quartet,https://www.livingsocial.com/events/1647864-ticket-to-calder-quartet,"Santa Monica, CA", 45,25,use by May 14
Ticket for Viitorio Grigólo and Carmen Giannattasi,https://www.livingsocial.com/events/1647798-ticket-for-viitorio-grigolo-and-carmen-giannattasi,"Santa Monica, CA", 85,50,use by Apr 18
Interior Design Online Course,https://www.livingsocial.com/deals/1647532-interior-design-online-course,, 199,19,
Thai Online Cooking Course,https://www.livingsocial.com/deals/1647436-thai-online-cooking-course,, 199,19,
Photography for Beginners Master Class,https://www.livingsocial.com/deals/1647434-photography-for-beginners-master-class,, 199,19,
Learn a Language Online - 3 Language Options,https://www.livingsocial.com/deals/1647432-learn-a-language-online-3-language-options,, 199,19,
Learn to Play an Instrument Online Course,https://www.livingsocial.com/deals/1647362-learn-to-play-an-instrument-online-course,, 199,19,
HopSkipDrive,https://www.livingsocial.com/deals/1647238-30-to-spend-on-rides,"Los Angeles, CA", 30,10,
Ticket to The Sweet Spot: Make It Rain,https://www.livingsocial.com/events/1647160-ticket-to-the-sweet-spot-make-it-rain,"Hollywood, CA", 27,12,Apr 21
"Ticket for ""Elevator"" Comedy",https://www.livingsocial.com/events/1647108-ticket-for-elevator-comedy,"West Hollywood, CA", 40,20,use by Apr 30
Bulls Eye Pizza and Games,https://www.livingsocial.com/deals/1646836-10-for-18-toward-pizza-and-more,"Norco, CA", 18,10,
Acupuncture with Heart,https://www.livingsocial.com/deals/1646582-55-minute-deep-tissue-or-swedish-massages,"Santa Monica, CA", 120,49,
"Ticket for ""Dr. Seuss' The Cat in the Hat""",https://www.livingsocial.com/events/1646420-ticket-for-dr-seuss-the-cat-in-the-hat,"Santa Monica, CA", 25,15,use by Apr 23
Joy Wilkins Massage Therapy,https://www.livingsocial.com/deals/1646246-express-massages-at-joy-wilkins-massage-therapy,"San Luis Obispo, CA", 95,52,
Enjoyer,https://www.livingsocial.com/deals/1645962-10-mini-ice-cream-bars,"Glendale, CA", 24,14,
United Studios of Self Defense,https://www.livingsocial.com/deals/1645890-10-15-or-20-group-self-defense-classes,Multiple Locations, 344,19,
Ticket for Which One's Pink Concert,https://www.livingsocial.com/events/1644628-ticket-for-which-one-s-pink-concert,"Ojai, CA", 25,16,use by Aug 12
Ticket to Queen Nation & DSB Tribute Concert,https://www.livingsocial.com/events/1644564-ticket-to-queen-nation-dsb-tribute-concert,"Ojai, CA", 33,20,use by Sep 30
Ticket to Tony Hadley Concert,https://www.livingsocial.com/events/1644560-ticket-to-tony-hadley-concert,"Pasadena, CA", 43,25,use by Aug 31
Ticket to Toad the Wet Sprocket Concert,https://www.livingsocial.com/events/1644556-ticket-to-toad-the-wet-sprocket-concert,"Ojai, CA", 45,25,use by Aug  6
