title,link,location,original_price,price,end_date
Lavish Skin Care Salon,https://www.livingsocial.com/deals/1636908-rejuvenating-swedish-massage,"Bellflower, CA", 60,29,
Etched Wine Gift Set,https://www.livingsocial.com/deals/1636176-etched-wine-gift-set,, 120,49,
Photo-on-Metal Print,https://www.livingsocial.com/deals/1636090-photo-on-metal-print,, 90,19,
Samba Brazilian Steakhouse,https://www.livingsocial.com/deals/1633754-50-to-spend-on-brazilian-cuisine,"Redondo Beach, CA", 50,35,
Surfs Up Lessons and Rentals,https://www.livingsocial.com/deals/1633340-private-surf-lesson-with-equipment,"Santa Monica, CA", 120,49,
Big City Hunt,https://www.livingsocial.com/deals/1631566-self-guided-scavenger-hunt-in-anaheim,"Anaheim, CA", 40,22,
"Ticket for ""Oklahoma!""",https://www.livingsocial.com/events/1631408-ticket-for-oklahoma,"Redondo Beach, CA", 75,20,use by Jun 25
"Green Acres Ranch, Inc",https://www.livingsocial.com/deals/1630388-guided-ranch-ride-for-2,"Temecula, CA", 150,75,
JAEL BEVERLY HILLS,https://www.livingsocial.com/deals/1630266-haircut-package,"Los Angeles, CA", 400,109,
Cardio Barre Irvine,https://www.livingsocial.com/deals/1629570-5-cardio-barre-classes,"Irvine, CA", 100,39,
Massage by Sharon,https://www.livingsocial.com/deals/1627532-full-body-massage-or-personalized-facial-package,"Santa Barbara, CA", 80,40,
Own A Napa Vineyard,https://www.livingsocial.com/deals/1627500-1-year-ownership-of-2-vines,"Napa, CA", 198,119,
Polar Cryotherapy,https://www.livingsocial.com/deals/1626686-whole-body-cryotherapy-treatment,"Costa Mesa, CA", 35,19,
Dolphin Hair Design,https://www.livingsocial.com/deals/1623982-haircut-package,"Costa Mesa, CA", 85,29,
Three Rivers Day Spa,https://www.livingsocial.com/deals/1622424-diamond-tip-microdermabrasion-collagen-mask,"Redondo Beach, CA", 160,49,
University Car Wash,https://www.livingsocial.com/deals/1622184-3-gold-washes,"Fullerton, CA", 54,35,
Body Soul Skin Care,https://www.livingsocial.com/deals/1621838-75-minute-customized-european-facial,"Laguna Beach, CA", 100,42,
Mario Andretti Racing Experience,https://www.livingsocial.com/deals/1621140-ride-along-or-driving-experience,Multiple Locations, 129,64,
Marina Skin Care,https://www.livingsocial.com/deals/1619608-spray-tan-dermaplane-microderm-or-peel,"Long Beach, CA", 190,64,
Lux Hair Long Beach,https://www.livingsocial.com/deals/1617062-haircut-package,"Long Beach, CA", 50,24,
Human Resources Bundle: Includes 14 Courses,https://www.livingsocial.com/deals/1616700-human-resources-bundle-includes-14-courses,, 2506,29,
MagIQ Room Beverly Hills,https://www.livingsocial.com/deals/1614722-escape-game-in-the-pirate-s-den,"Los Angeles, CA", 229,69,
Peace Within Professional Organizing Service,https://www.livingsocial.com/deals/1614122-2-hours-of-cleaning-organizing-or-room-redesign,"Beverly Hills, CA", 150,74,
Bylle at SweetPea Lashes,https://www.livingsocial.com/deals/1613734-full-set-of-novalash-minx-eyelash-extensions,"Los Angeles, CA", 250,125,
NewFilmmakers Los Angeles,https://www.livingsocial.com/deals/1613042-1-year-newfilmmakers-membership-with-screening-tickets,"Los Angeles, CA", 100,49,
Habermehl Aesthetics and Wellness Center,https://www.livingsocial.com/deals/1612570-b-12-injections-massage-or-weight-management,"Huntington Beach, CA", 75,29,
India's Tandoori,https://www.livingsocial.com/deals/1610472-20-toward-indian-cuisine,"Manhattan Beach, CA", 20,9,
The Changing Room Hair Lounge,https://www.livingsocial.com/deals/1610096-brazilian-blowout-or-keratin-complex-treatment,"Los Angeles, CA", 200,99,
Olha Hair Design,https://www.livingsocial.com/deals/1609786-haircut-and-color-or-condition-or-keratin,"Redondo Beach, CA", 90,30,
AirDuct US,https://www.livingsocial.com/deals/1609436-air-duct-cleaning-package,Los Angeles Area, 220,39,
Realm of The Senses,https://www.livingsocial.com/deals/1608450-3-massage-with-assessment-and-needs-resolution,"Lakewood, CA", 225,99,
Cleanmasters and Cobblestone Chem-Dry,https://www.livingsocial.com/deals/1607826-carpet-cleaning-for-3-to-4-rooms,Los Angeles Area, 165,64,
Serendipity of Beverly Hills,https://www.livingsocial.com/deals/1606760-20-units-of-botox-or-sclerotherapy-with-asclera,"Woodland Hills, CA", 360,129,
Cosmo Repair,https://www.livingsocial.com/deals/1606006-screen-replacement-for-smartphone-or-tablet,Multiple Locations, 60,40,
Club Pilates Granada Hills,https://www.livingsocial.com/deals/1605970-1-month-of-unlimited-reformer-pilates-classes,"Granada Hills, CA", 268,179,
Tritech Body Sculpt,https://www.livingsocial.com/deals/1604674-cavitation-i-lipo-or-radio-frequency-treatments,"Laguna Niguel, CA", 249,49,
FrameStore,https://www.livingsocial.com/deals/1602388-100-to-spend-toward-custom-framing,Multiple Locations, 100,30,
NO TATT Tattoo Removal,https://www.livingsocial.com/deals/1597606-3-tattoo-removal-sessions,"Encino, CA", 240,119,
Dr. Auto Automotive Care Specialists,https://www.livingsocial.com/deals/1433548-oil-change-tire-rotation-and-inspection,"Rancho Santa Margarita, CA", 50,17,
Rust Salon,https://www.livingsocial.com/deals/1313404-women-s-haircut-and-style-or-men-s-haircut,"Los Angeles, CA", 80,40,
"Maryland Crab Cakes, Blue Crabs, or Seafood Dinner",https://www.livingsocial.com/deals/1647972-maryland-crab-cakes-blue-crabs-or-seafood-dinner,, 139,69,
New York Pizzeria,https://www.livingsocial.com/deals/1646514-pizza-at-new-york-pizzeria,"Laguna Niguel, CA", 20,10,
Beauty Med Spa,https://www.livingsocial.com/deals/1646380-laser-hair-removal-at-beauty-med-spa,"Canoga Park, CA", 345,69,
Ticket to Fantasea: Where Magic Lives,https://www.livingsocial.com/events/1646052-the-queen-mary-ticket-to-fantasea-where-magic-lives,"Long Beach, CA", 29,14,Apr 08
Goda Yoga (new),https://www.livingsocial.com/deals/1645844-10-or-20-yoga-classes-at-goda-yoga,"Culver City, CA", 140,59,
GLO Mini Golf,https://www.livingsocial.com/deals/1645794-30-minutes-or-1-hour-of-virtual-reality-gaming,"Riverside, CA", 15,9,
Guided Segway Tour of Long Beach,https://www.livingsocial.com/events/1645520-guided-segway-tour-of-long-beach,"Long Beach, CA", 89,42,use by Jun 27
Tint Goodness,https://www.livingsocial.com/deals/1644636-carbon-film-tinting-for-2-front-car-windows,"Buena Park, CA", 100,34,
Yu Yan Beauty Wellness Center,https://www.livingsocial.com/deals/1643114-microderm-or-meridian-re-sculpting-facial,Multiple Locations, 69,45,
CREAM,https://www.livingsocial.com/deals/1642864-ice-cream-cookies-and-ice-cream-sandwiches,"Ontario, CA", 10,6,
Personalized National Geographic Little Kids Book,https://www.livingsocial.com/deals/1642638-personalized-national-geographic-little-kids-book,, 20,10,
Mezcal Cantina y Cocina,https://www.livingsocial.com/deals/1642222-30-to-spend-at-brunch,"Riverside, CA", 30,15,
KP Pilates Plus,https://www.livingsocial.com/deals/1642082-2-classes-or-2-weeks-of-unlimited-pilates-classes,"Long Beach, CA", 70,19,
Learn a Language (Choice of One from List of 10),https://www.livingsocial.com/deals/1641990-learn-a-language-choice-of-one-from-list-of-10,, 168,14,
Dragonfly Cycling,https://www.livingsocial.com/deals/1641986-5-or-10-indoor-cycling-classes,"Sherman Oaks, CA", 110,44,
"Ticket to ""Annie""",https://www.livingsocial.com/events/1641754-ticket-to-annie,"Upland, CA", 25,12,use by Apr 21
CrossFit South Bay,https://www.livingsocial.com/deals/1641096-5-fitness-classes,"Torrance, CA", 90,25,
Stellas nails and skin,https://www.livingsocial.com/deals/1641074-1-or-3-gel-manicures-at-stellas-nails-and-skin,"Woodland Hills, CA", 40,19,
SBodywork By Chris,https://www.livingsocial.com/deals/1640424-60-or-90-minute-deep-tissue-massage,"Sierra Madre, CA", 100,39,
Organic Zen Spa,https://www.livingsocial.com/deals/1640402-deluxe-pedicure-or-deluxe-mani-pedi,"San Gabriel, CA", 32,20,
Personalized Tote Bag,https://www.livingsocial.com/deals/1640278-personalized-tote-bag,, 35,17,
The Grill House,https://www.livingsocial.com/deals/1640202-25-to-spend-on-mediterranean-cuisine,"La Verne, CA", 25,15,
New CompTIA-IT Certification,https://www.livingsocial.com/deals/1639884-new-comptia-it-certification,, 4099,49,
Twins Chiropractic,https://www.livingsocial.com/deals/1639684-chiropractic-consultation-more,Multiple Locations, 130,25,
Bungee America,https://www.livingsocial.com/deals/1639500-all-day-bungee-jump-trip-with-jump-and-t-shirt,"Canyon Country, CA", 99,80,
Monogrammed Scalloped Tote Bag,https://www.livingsocial.com/deals/1638762-monogrammed-scalloped-tote-bag,, 60,35,
"$30, $40, or $70 to Spend on Personalized Gifts",https://www.livingsocial.com/deals/1638322-30-40-or-70-to-spend-on-personalized-gifts,, 30,15,
Designer Self-Defense Keychain,https://www.livingsocial.com/deals/1637248-designer-self-defense-keychain,, 10,6,
The Empowerment Partnership/NLP.com,https://www.livingsocial.com/deals/1636876-1-or-2-tickets-to-inlp-training-los-angeles,"Los Angeles, CA", 194,95,
"""I Love You to Moon and Back"" Necklace",https://www.livingsocial.com/deals/1636570-i-love-you-to-moon-and-back-necklace,, 135,9,
Five Threads Brewing Company,https://www.livingsocial.com/deals/1636294-craft-beer-full-pour-for-2-people,"Westlake Village, CA", 16,9,
Pilates Plus,https://www.livingsocial.com/deals/1633030-5-or-10-pilates-group-reformer-classes,"Laguna Hills, CA", 150,49,
Market 2 Plate,https://www.livingsocial.com/deals/1631454-15-or-30-to-spend-on-fresh-pasta-and-salads,"Mission Viejo, CA", 15,9,
Market 2 Plate,https://www.livingsocial.com/deals/1630800-fresh-pasta-and-savory-salads-at-market-2-plate,"Tustin, CA", 15,9,
Makeup Artist Online Course,https://www.livingsocial.com/deals/1630616-makeup-artist-online-course,, 229,19,
Lotus Kitty Yoga & Power Cycling,https://www.livingsocial.com/deals/1629574-spin-yoga-or-hybrid-classes-in-studio-city,"Studio City, CA", 90,25,
Mind and Body Wellness,https://www.livingsocial.com/deals/1628014-10-pilates-mat-or-foundation-training-classes,"Ventura, CA", 125,75,
Hair Glam,https://www.livingsocial.com/deals/1627448-haircut-color-and-blowout-by,"Redondo Beach, CA", 120,55,
Painting & Vino,https://www.livingsocial.com/deals/1625522-1-or-2-tickets-to-a-3-hour-social-painting-class,Multiple Locations, 45,24,
Platinum Salon International,https://www.livingsocial.com/deals/1626242-haircut-with-highlights-or-conditioning,"Encino, CA", 85,34,
Beverly Hills Beauty Sculpting Center,https://www.livingsocial.com/deals/1625806-ultrasonic-cavitation-or-ilipo-treatments,Multiple Locations, 249,49,
Walnut Women's Boot Camp,https://www.livingsocial.com/deals/1625260-6-week-rapid-boot-camp,"Walnut, CA", 260,59,
Greg Richardson Music Studios,https://www.livingsocial.com/deals/1624726-4-guitar-lessons-ages-6-and-older,"Aliso Viejo, CA", 120,55,
Manners Please Canine Training,https://www.livingsocial.com/deals/1623832-3-or-6-private-dog-training-lessons,Los Angeles Area, 375,189,
Align Beverly Hills Pilates,https://www.livingsocial.com/deals/1623056-private-pilates-sessions-and-gyrokinesis-classes,"Beverly Hills, CA", 192,79,
SKIN Day Spa,https://www.livingsocial.com/deals/1621818-60-minute-hydration-facial-and-microdermabrasion,"Thousand Oaks, CA", 155,79,
"Dr. Nadia Goel, DC",https://www.livingsocial.com/deals/1621454-coolsculpting-body-contouring-treatment,Multiple Locations, 1000,599,
Grotto de Sal,https://www.livingsocial.com/deals/1620696-whole-body-cryotherapy-session,"Los Angeles, CA", 65,49,
Advanced Diploma in Photography & Photoshop Course,https://www.livingsocial.com/deals/1620638-advanced-diploma-in-photography-photoshop-course,, 661,49,
Century Dancesport,https://www.livingsocial.com/deals/1620086-dance-classes-or-private-lessons,"Tustin, CA", 150,24,
Second City  Tours - LA,https://www.livingsocial.com/deals/1619694-admission-to-chocolate-food-or-pizza-tour,Multiple Locations, 50,25,
Infrared Body Wraps,https://www.livingsocial.com/deals/1617498-50-minute-infrared-heat-wraps,"San Dimas, CA", 85,39,
CW Acupuncture,https://www.livingsocial.com/deals/1617230-1-hour-facial-or-body-acupuncture-session,"Cerritos, CA", 80,39,
OC MedDerm,https://www.livingsocial.com/deals/1616744-vial-of-kybella-double-chin-treatment,"Irvine, CA", 900,490,
Himalaya Sen,https://www.livingsocial.com/deals/1616214-75-minute-dragon-reflexology-massage,"Los Angeles, CA", 80,39,
DanceSport & Fitness,https://www.livingsocial.com/deals/1615912-beginner-or-intermediate-dance-class-series,"Signal Hill, CA", 89,48,
Hair by Philip at Aqua Bella Salon,https://www.livingsocial.com/deals/1615122-haircut-package,"Long Beach, CA", 200,99,
Yoga World Studio,https://www.livingsocial.com/deals/1610560-30-or-12-yoga-classes,"Long Beach, CA", 410,57,
Aviante Health and Wellness Center,https://www.livingsocial.com/deals/1610062-50-minute-integrated-massage,"Thousand Oaks, CA", 110,39,
WINEormous,https://www.livingsocial.com/deals/1609906-temecula-valley-winery-tour-for-2-or-4-people,Los Angeles Area, 198,139,
TiffanyRae Rasband at Elle Salon,https://www.livingsocial.com/deals/1607836-haircut-balayage-keratin-or-blow-dry-and-style,"Huntington Beach, CA", 150,79,
Kalologie 360 Spa,https://www.livingsocial.com/deals/1606254-signature-facial-and-massage-with-aromatherapy,"Los Angeles, CA", 250,99,
Kalologie 360 Spa Studio City,https://www.livingsocial.com/deals/1606252-signature-facial-and-aromatherapy-massage,"Studio City, CA", 250,99,
Club Pilates Westlake Village,https://www.livingsocial.com/deals/1605972-unlimited-reformer-pilates-class-package,"Westlake Village, CA", 268,179,
La Bella Laser & Slimming,https://www.livingsocial.com/deals/1605742-up-to-6-i-lipo-treatments-with-infrared-body-wraps,"Arcadia, CA", 240,99,
Therapeutic Massage by Paige,https://www.livingsocial.com/deals/1602796-swedish-or-deep-tissue-massage-with-add-on,"Yucaipa, CA", 70,34,
Wheel Fun Rentals,https://www.livingsocial.com/deals/1602406-30-or-60-to-spend-on-bike-and-boat-rentals,Multiple Locations, 30,15,
Wheel Fun Rentals,https://www.livingsocial.com/deals/1602404-30-or-60-to-spend-on-bike-and-beach-rentals,Multiple Locations, 30,15,
Scuba Schools of America,https://www.livingsocial.com/deals/1601180-open-water-diving-certification-course,"Montclair, CA", 495,195,
Clint Carroll Surf School,https://www.livingsocial.com/deals/1600898-group-surfing-lesson,"Huntington Beach, CA", 125,69,
Jera Wellness,https://www.livingsocial.com/deals/1599552-customized-facial,"Tustin, CA", 100,38,
Salon Of The Oaks,https://www.livingsocial.com/deals/1598622-haircut-color-or-highlights-and-olaplex,"Thousand Oaks, CA", 160,79,
9D Cinemas Adventure Extreme,https://www.livingsocial.com/deals/1597102-2-movie-tickets,"West Covina, CA", 20,11,
Expo Carpet Cleaning,https://www.livingsocial.com/deals/1596726-carpet-cleaning,Los Angeles Area, 89,58,
Joongwon Acupuncture & Herbal Medicine,https://www.livingsocial.com/deals/1595646-consultation-and-acupuncture,"Irvine, CA", 80,34,
Hair by Katie,https://www.livingsocial.com/deals/1258908-men-s-and-women-s-scissor-haircut-and-style,"Corona Del Mar, CA", 40,30,
Ticket for Scott Stap Concert,https://www.livingsocial.com/events/1649832-ticket-for-scott-stap-concert,"Pasadena, CA", 33,20,use by Jun 11
Kori Kryotherapy,https://www.livingsocial.com/deals/1649722-1-3-or-5-cryotherapy-sessions,"Murrieta, CA", 69,35,
Dilliwala Indian Kitchen,https://www.livingsocial.com/deals/1649056-20-worth-of-indian-food-and-drinks-for-2,"Diamond Bar, CA", 20,14,
Ticket to Micky Dolenz Concert,https://www.livingsocial.com/events/1648826-ticket-to-micky-dolenz-concert,"Pasadena, CA", 43,25,use by Jul 16
"Ticket to ""The Legend of Georgia McBride""",https://www.livingsocial.com/events/1648730-ticket-to-the-legend-of-georgia-mcbride,"Los Angeles, CA", 32,16,use by May 14
"Ticket to ""The Taste of the Valley""",https://www.livingsocial.com/events/1648648-ticket-to-the-taste-of-the-valley,"Canoga Park, AL", 75,50,use by Apr 26
"Ticket for ""Les Miz & Friends"" Parody",https://www.livingsocial.com/events/1648256-ticket-for-les-miz-friends-parody,"Fullerton, CA", 20,10,use by Apr 15
Play VR Today,https://www.livingsocial.com/deals/1648246-1-hour-of-virtual-reality-arcade-play,"Santa Ana, CA", 15,9,
Complete SQL Database Training Course,https://www.livingsocial.com/deals/1647360-complete-sql-database-training-course,, 199,19,
Gilchrist Farm,https://www.livingsocial.com/deals/1646506-admission-to-petting-zoo-with-pony-or-wagon-ride,"Santa Clarita, CA", 20,12,
LA Drive Tours,https://www.livingsocial.com/deals/1646460-high-end-sports-car-tour,"Los Angeles, CA", 199,99,
Quality Beauty Care,https://www.livingsocial.com/deals/1645684-gel-manicure,"Huntington Beach, CA", 25,15,
Get pitted surf and snow,https://www.livingsocial.com/deals/1644232-60-or-90-minutes-of-surf-lessons-for-1-or-2,"Huntington Beach, CA", 70,35,
Isabelle Franco Permanent Makeup and Skin Clinic,https://www.livingsocial.com/deals/1643678-microblading-at-isabelle-franco,"Beverly Hills, CA", 550,200,
Bikram Yoga Claremont,https://www.livingsocial.com/deals/1643672-10-or-1-month-unlimited-bikram-yoga-classes,"Claremont, CA", 130,59,
Strum Brewing Co.,https://www.livingsocial.com/deals/1643600-beer-tasting-for-2-4-or-6-people,"Ontario, CA", 18,9,
